year,ST,PVI,metric,dist_loss,porp_loss,sing_dist
2020,AL,R+15,0.65,-1.2684844759284193,-0.18121206798977418,Multi-District
2020,AK,R+9,0.59,-0.36350877192982456,-0.36350877192982456,Single District
2020,AZ,R+3,0.53,0.04768619505410854,0.0052984661171231705,Multi-District
2020,AR,R+16,0.66,-1.0764098090530188,-0.2691024522632547,Multi-District
2020,CA,D+14,0.36,10.095207200690586,0.19047560756019974,Multi-District
2020,CO,D+3,0.47,0.47551944000644486,0.06793134857234927,Multi-District
2020,CT,D+7,0.43,1.4592324805339265,0.2918464961067853,Multi-District
2020,DE,D+6,0.44,0.3954140127388535,0.3954140127388535,Single District
2020,FL,R+3,0.53,-0.18169183401381162,-0.0067293271856967265,Multi-District
2020,GA,R+3,0.53,-1.5178159155697042,-0.10841542254069315,Multi-District
2020,HI,D+15,0.35,0.6911012235817575,0.34555061179087876,Multi-District
2020,ID,R+19,0.69,-0.5735087719298246,-0.2867543859649123,Multi-District
2020,IL,D+7,0.43,1.4579871075537083,0.08099928375298379,Multi-District
2020,IN,R+11,0.61,-1.2788855130516135,-0.14209839033906815,Multi-District
2020,IA,R+6,0.56,-0.9796624663167242,-0.24491561657918104,Multi-District
2020,KS,R+11,0.61,-0.8379852857951327,-0.20949632144878316,Multi-District
2020,KY,R+16,0.66,-0.9514669320687705,-0.15857782201146176,Multi-District
2020,LA,R+12,0.62,-1.1449757039985942,-0.1908292839997657,Multi-District
2020,ME,D+1,0.49,0.1661583465975086,0.0830791732987543,Multi-District
2020,MD,D+14,0.36,1.9042442870245693,0.23803053587807116,Multi-District
2020,MA,D+14,0.36,3.1642682952750047,0.3515853661416672,Multi-District
2020,MI,R+1,0.51,-1.2520824997146942,-0.0894344642653353,Multi-District
2020,MN,D+1,0.49,-0.34550948757980926,-0.04318868594747616,Multi-District
2020,MS,R+10,0.6,-0.5114669320687706,-0.12786673301719265,Multi-District
2020,MO,R+11,0.61,-0.8605943568088694,-0.10757429460110868,Multi-District
2020,MT,R+11,0.61,-0.34350877192982454,-0.34350877192982454,Single District
2020,NE,R+13,0.63,-0.6553455066237022,-0.2184485022079007,Multi-District
2020,NV,R+0,0.5,0.017227944079416524,0.004306986019854131,Multi-District
2020,NH,R+0,0.5,0.037195523370638583,0.018597761685319292,Multi-District
2020,NJ,D+6,0.44,1.421701318254112,0.11847510985450933,Multi-District
2020,NM,D+3,0.47,0.4074558525999077,0.13581861753330257,Multi-District
2020,NY,D+10,0.4,2.4267662183001697,0.0898802303074137,Multi-District
2020,NC,R+3,0.53,-0.7676470696329112,-0.05904977458714701,Multi-District
2020,ND,R+20,0.7,-0.2535087719298246,-0.2535087719298246,Single District
2020,OH,R+6,0.56,-2.3115955431306805,-0.14447472144566753,Multi-District
2020,OK,R+20,0.7,-1.2164098090530189,-0.24328196181060377,Multi-District
2020,OR,D+6,0.44,0.3070460395387009,0.06140920790774018,Multi-District
2020,PA,R+2,0.52,-0.6204972043225183,-0.03447206690680657,Multi-District
2020,RI,D+8,0.42,0.6480506117908788,0.3240253058954394,Multi-District
2020,SC,R+8,0.58,-1.5678767411217889,-0.223982391588827,Multi-District
2020,SD,R+16,0.66,-0.2935087719298245,-0.2935087719298245,Single District
2020,TN,R+14,0.64,-1.104975703998596,-0.12277507822206621,Multi-District
2020,TX,R+5,0.55,-1.9981849387159976,-0.05550513718655549,Multi-District
2020,UT,R+13,0.63,-1.149918580982844,-0.287479645245711,Multi-District
2020,VT,D+15,0.35,0.34555061179087876,0.34555061179087876,Single District
2020,VA,D+2,0.48,0.3697637680902943,0.033614888008208575,Multi-District
2020,WA,D+8,0.42,0.9370412382994568,0.09370412382994568,Multi-District
2020,WV,R+23,0.73,-0.7635087719298244,-0.2545029239766081,Multi-District
2020,WI,R+2,0.52,-1.2613169550189838,-0.15766461937737297,Multi-District
2020,WY,R+26,0.76,-0.24,-0.24,Single District
