year,ST,PVI,metric,dist_loss,porp_loss,sing_dist
2010,AL,R+14,0.64,-1.3384844759284187,-0.1912120679897741,Multi-District
2010,AK,R+13,0.63,-0.3235087719298245,-0.3235087719298245,Single District
2010,AZ,R+4,0.54,-0.9973370473345549,-0.12466713091681936,Multi-District
2010,AR,R+9,0.59,-1.1658020742463893,-0.2914505185615973,Multi-District
2010,CA,D+8,0.42,4.633174889478255,0.08741839414109916,Multi-District
2010,CO,R+0,0.5,-0.22220085066463202,-0.031742978666376,Multi-District
2010,CT,D+7,0.43,1.6401585000777268,0.3280317000155454,Multi-District
2010,DE,D+7,0.43,0.3854140127388535,0.3854140127388535,Single District
2010,FL,R+0,0.5,-2.710176526470457,-0.10840706105881828,Multi-District
2010,GA,R+6,0.56,-1.1453956637979807,-0.08810735875369083,Multi-District
2010,HI,D+13,0.37,0.7311012235817576,0.3655506117908788,Multi-District
2010,ID,R+18,0.68,-0.547017543859649,-0.2735087719298245,Multi-District
2010,IL,D+9,0.41,1.22909817526189,0.06468937764536263,Multi-District
2010,IN,R+5,0.55,-1.2896810551068878,-0.14329789501187642,Multi-District
2010,IA,D+1,0.49,0.5608514156597719,0.11217028313195439,Multi-District
2010,KS,R+12,0.62,-1.1151895868704016,-0.2787973967176004,Multi-District
2010,KY,R+11,0.61,-1.4462535370684773,-0.24104225617807953,Multi-District
2010,LA,R+9,0.59,-1.6419932478582435,-0.23457046397974907,Multi-District
2010,ME,D+6,0.44,0.6220294850303154,0.3110147425151577,Multi-District
2010,MD,D+9,0.41,1.270462316990694,0.15880778962383674,Multi-District
2010,MA,D+12,0.38,3.6066212364514754,0.36066212364514755,Multi-District
2010,MI,D+5,0.45,0.4808509198788702,0.03205672799192468,Multi-District
2010,MN,D+3,0.47,0.09552898166225843,0.011941122707782303,Multi-District
2010,MS,R+9,0.59,-0.5049757039985949,-0.12624392599964873,Multi-District
2010,MO,R+3,0.53,-0.8559715003127595,-0.0951079444791955,Multi-District
2010,MT,R+7,0.57,-0.2393922651933702,-0.2393922651933702,Single District
2010,NE,R+14,0.64,-0.8429010371231946,-0.2809670123743982,Multi-District
2010,NV,D+2,0.48,0.2874486691781537,0.09581622305938457,Multi-District
2010,NH,D+1,0.49,0.3240398488491927,0.16201992442459634,Multi-District
2010,NJ,D+7,0.43,1.3709526849106393,0.10545789883927995,Multi-District
2010,NM,D+2,0.48,0.46837468872195387,0.1561248962406513,Multi-District
2010,NY,D+12,0.38,3.930920620036791,0.13554898689782038,Multi-District
2010,NC,R+4,0.54,-0.805015921179062,-0.061924301629158615,Multi-District
2010,ND,R+10,0.6,-0.35350877192982455,-0.35350877192982455,Single District
2010,OH,R+0,0.5,-0.6171193551017318,-0.03428440861676288,Multi-District
2010,OK,R+17,0.67,-1.464035087719298,-0.2928070175438596,Multi-District
2010,OR,D+4,0.46,0.6279150322970946,0.12558300645941892,Multi-District
2010,PA,D+2,0.48,-0.7107052900034052,-0.03740554157912659,Multi-District
2010,RI,D+11,0.39,0.7711012235817576,0.3855506117908788,Multi-District
2010,SC,R+8,0.58,-1.1478767411217898,-0.19131279018696498,Multi-District
2010,SD,R+9,0.59,-0.36350877192982456,-0.36350877192982456,Single District
2010,TN,R+8,0.58,-1.614906639812177,-0.1794340710902419,Multi-District
2010,TX,R+8,0.58,-3.9082616379391624,-0.12213317618559882,Multi-District
2010,UT,R+21,0.71,-0.8235087719298244,-0.27450292397660814,Multi-District
2010,VT,D+13,0.37,0.3655506117908788,0.3655506117908788,Single District
2010,VA,R+2,0.52,-1.3591485447414078,-0.12355895861285525,Multi-District
2010,WA,D+4,0.46,1.227874179109255,0.13643046434547276,Multi-District
2010,WV,R+8,0.58,-0.9764098090530196,-0.3254699363510065,Multi-District
2010,WI,D+3,0.47,0.2598881915109881,0.03248602393887351,Multi-District
2010,WY,R+20,0.7,-0.2535087719298246,-0.2535087719298246,Single District
