year,metric,is_GOP
2012,0.67,1
2012,0.75,1
2012,0.67,1
2012,0.61,1
2012,0.63,1
2012,0.79,1
2012,0.25,0
2012,0.61,1
2012,0.81,1
2012,0.69,1
2012,0.82,1
2012,0.62,1
2012,0.45,0
2012,0.38,0
2012,0.63,1
2012,0.26,0
2012,0.76,1
2012,0.44,0
2012,0.62,1
2012,0.65,1
2012,0.53,0
2012,0.63,1
2012,0.62,1
2012,0.7,1
2012,0.63,1
2012,0.43,0
2012,0.38,0
2012,0.23,0
2012,0.62,1
2012,0.6,1
2012,0.32,0
2012,0.42,0
2012,0.39,0
2012,0.75,1
2012,0.77,1
2012,0.68,1
2012,0.78,1
2012,0.66,0
2012,0.34,0
2012,0.56,1
2012,0.52,1
2012,0.23,0
2012,0.54,1
2012,0.55,1
2012,0.62,1
2012,0.6,1
2012,0.34,0
2012,0.65,1
2012,0.52,1
2012,0.4,0
2012,0.46,0
2012,0.42,0
2012,0.52,1
2012,0.63,1
2012,0.57,1
2012,0.45,0
2012,0.21,0
2012,0.51,1
2012,0.33,0
2012,0.45,0
2012,0.64,1
2012,0.61,1
2012,0.64,0
2012,0.53,1
2012,0.33,0
2012,0.45,0
2012,0.27,0
2012,0.63,1
2012,0.55,1
2012,0.52,1
2012,0.52,1
2012,0.72,1
