year,metric,is_GOP
2006,0.48,1
2006,0.46,0
2006,0.47,0
2006,0.65,1
2006,0.58,0
2006,0.45,0
2006,0.45,0
2006,0.42,0
2006,0.28,0
2006,0.48,1
2006,0.61,1
2006,0.57,0
2006,0.52,1
2006,0.62,1
2006,0.34,0
2006,0.37,0
2006,0.6,1
2006,0.59,1
2006,0.64,1
2006,0.65,1
2006,0.56,0
2006,0.39,0
2006,0.6,0
2006,0.64,1
2006,0.61,1
2006,0.58,1
2006,0.53,0
2006,0.44,0
2006,0.54,0
2006,0.62,1
2006,0.5,0
2006,0.32,0
2006,0.67,1
2006,0.62,1
2006,0.67,1
2006,0.67,1
2006,0.66,1
2006,0.65,1
2006,0.66,1
2006,0.7,1
2006,0.29,0
2006,0.63,1
2006,0.75,1
2006,0.64,1
2006,0.68,1
2006,0.64,1
2006,0.47,0
2006,0.41,0
2006,0.68,0
2006,0.27,0
2006,0.75,1
2006,0.42,0
2006,0.63,1
2006,0.65,0
2006,0.54,0
2006,0.65,1
2006,0.49,0
2006,0.62,1
2006,0.51,0
2006,0.51,0
2006,0.42,0
2006,0.24,0
2006,0.65,1
2006,0.61,1
2006,0.76,1
2006,0.67,0
2006,0.72,1
2006,0.42,0
2006,0.59,1
2006,0.56,1
2006,0.32,0
2006,0.55,1
2006,0.56,1
2006,0.61,1
2006,0.61,1
2006,0.36,0
2006,0.57,0
2006,0.55,1
2006,0.51,1
2006,0.43,0
2006,0.47,0
2006,0.5,0
2006,0.63,1
2006,0.57,1
2006,0.44,0
2006,0.2,0
2006,0.48,1
2006,0.44,0
2006,0.56,0
2006,0.55,1
2006,0.5,0
2006,0.52,1
2006,0.37,0
2006,0.47,0
2006,0.3,0
2006,0.62,1
2006,0.55,1
2006,0.48,0
2006,0.5,0
2006,0.69,1
