year,congress,ST,ST#,seat,is_GOP,PVI,metric
2004,109,AL,AL1,R,1,R+12,0.56
2004,109,AL,AL2,R,1,R+13,0.565
2004,109,AL,AL3,R,1,R+4,0.52
2004,109,AL,AL4,R,1,R+16,0.58
2004,109,AL,AL5,D,0,R+6,0.53
2004,109,AL,AL6,R,1,R+25,0.625
2004,109,AL,AL7,D,0,D+17,0.415
2004,109,AK,AKAL,R,1,R+14,0.57
2004,109,AZ,AZ1,R,1,R+2,0.51
2004,109,AZ,AZ2,R,1,R+9,0.545
2004,109,AZ,AZ3,R,1,R+6,0.53
2004,109,AZ,AZ4,D,0,D+14,0.43
2004,109,AZ,AZ5,R,1,R+4,0.52
2004,109,AZ,AZ6,R,1,R+12,0.56
2004,109,AZ,AZ7,D,0,D+10,0.45
2004,109,AZ,AZ8,R,1,R+1,0.505
2004,109,AR,AR1,D,0,D+1,0.495
2004,109,AR,AR2,D,0,R+0,0.5
2004,109,AR,AR3,R,1,R+11,0.555
2004,109,AR,AR4,D,0,D+0,0.5
2004,109,CA,CA1,D,0,D+10,0.45
2004,109,CA,CA2,R,1,R+13,0.565
2004,109,CA,CA3,R,1,R+7,0.535
2004,109,CA,CA4,R,1,R+11,0.555
2004,109,CA,CA5,D,0,D+14,0.43
2004,109,CA,CA6,D,0,D+21,0.395
2004,109,CA,CA7,D,0,D+19,0.405
2004,109,CA,CA8,D,0,D+36,0.32
2004,109,CA,CA9,D,0,D+38,0.31
2004,109,CA,CA10,D,0,D+9,0.455
2004,109,CA,CA11,R,1,R+3,0.515
2004,109,CA,CA12,D,0,D+22,0.39
2004,109,CA,CA13,D,0,D+22,0.39
2004,109,CA,CA14,D,0,D+18,0.41
2004,109,CA,CA15,D,0,D+14,0.43
2004,109,CA,CA16,D,0,D+16,0.42
2004,109,CA,CA17,D,0,D+17,0.415
2004,109,CA,CA18,D,0,D+3,0.485
2004,109,CA,CA19,R,1,R+10,0.55
2004,109,CA,CA20,D,0,D+5,0.475
2004,109,CA,CA21,R,1,R+13,0.565
2004,109,CA,CA22,R,1,R+16,0.58
2004,109,CA,CA23,D,0,D+9,0.455
2004,109,CA,CA24,R,1,R+5,0.525
2004,109,CA,CA25,R,1,R+7,0.535
2004,109,CA,CA26,R,1,R+4,0.52
2004,109,CA,CA27,D,0,D+13,0.435
2004,109,CA,CA28,D,0,D+25,0.375
2004,109,CA,CA29,D,0,D+12,0.44
2004,109,CA,CA30,D,0,D+20,0.4
2004,109,CA,CA31,D,0,D+30,0.35
2004,109,CA,CA32,D,0,D+17,0.415
2004,109,CA,CA33,D,0,D+36,0.32
2004,109,CA,CA34,D,0,D+23,0.385
2004,109,CA,CA35,D,0,D+33,0.335
2004,109,CA,CA36,D,0,D+11,0.445
2004,109,CA,CA37,D,0,D+27,0.365
2004,109,CA,CA38,D,0,D+20,0.4
2004,109,CA,CA39,D,0,D+13,0.435
2004,109,CA,CA40,R,1,R+8,0.54
2004,109,CA,CA41,R,1,R+9,0.545
2004,109,CA,CA42,R,1,R+10,0.55
2004,109,CA,CA43,D,0,D+13,0.435
2004,109,CA,CA44,R,1,R+6,0.53
2004,109,CA,CA45,R,1,R+3,0.515
2004,109,CA,CA46,R,1,R+6,0.53
2004,109,CA,CA47,D,0,D+5,0.475
2004,109,CA,CA48,R,1,R+8,0.54
2004,109,CA,CA49,R,1,R+10,0.55
2004,109,CA,CA50,R,1,R+5,0.525
2004,109,CA,CA51,D,0,D+7,0.465
2004,109,CA,CA52,R,1,R+9,0.545
2004,109,CA,CA53,D,0,D+12,0.44
2004,109,CO,CO1,D,0,D+18,0.41
2004,109,CO,CO2,D,0,D+8,0.46
2004,109,CO,CO3,D,0,R+6,0.53
2004,109,CO,CO4,R,1,R+9,0.545
2004,109,CO,CO5,R,1,R+16,0.58
2004,109,CO,CO6,R,1,R+10,0.55
2004,109,CO,CO7,R,1,D+2,0.49
2004,109,CT,CT1,D,0,D+14,0.43
2004,109,CT,CT2,R,1,D+8,0.46
2004,109,CT,CT3,D,0,D+12,0.44
2004,109,CT,CT4,R,1,D+5,0.475
2004,109,CT,CT5,R,1,D+4,0.48
2004,109,DE,DEAL,R,1,D+7,0.465
2004,109,FL,FL1,R,1,R+19,0.595
2004,109,FL,FL2,D,0,R+2,0.51
2004,109,FL,FL3,D,0,D+16,0.42
2004,109,FL,FL4,R,1,R+16,0.58
2004,109,FL,FL5,R,1,R+5,0.525
2004,109,FL,FL6,R,1,R+8,0.54
2004,109,FL,FL7,R,1,R+3,0.515
2004,109,FL,FL8,R,1,R+3,0.515
2004,109,FL,FL9,R,1,R+4,0.52
2004,109,FL,FL10,R,1,D+1,0.495
2004,109,FL,FL11,D,0,D+11,0.445
2004,109,FL,FL12,R,1,R+5,0.525
2004,109,FL,FL13,R,1,R+4,0.52
2004,109,FL,FL14,R,1,R+10,0.55
2004,109,FL,FL15,R,1,R+4,0.52
2004,109,FL,FL16,R,1,R+2,0.51
2004,109,FL,FL17,D,0,D+35,0.325
2004,109,FL,FL18,R,1,R+4,0.52
2004,109,FL,FL19,D,0,D+21,0.395
