year,congress,ST,ST#,seat,is_GOP,PVI,metric
2018,116,HI,HI2,D,0,D+19,0.405
2018,116,ID,ID1,R,1,R+21,0.605
2018,116,ID,ID2,R,1,R+17,0.585
2018,116,IL,IL1,D,0,D+27,0.365
2018,116,IL,IL2,D,0,D+29,0.355
2018,116,IL,IL3,D,0,D+6,0.47
2018,116,IL,IL4,D,0,D+33,0.335
2018,116,IL,IL5,D,0,D+20,0.4
2018,116,IL,IL6,D,0,R+2,0.51
2018,116,IL,IL7,D,0,D+38,0.31
2018,116,IL,IL8,D,0,D+8,0.46
2018,116,IL,IL9,D,0,D+18,0.41
2018,116,IL,IL10,D,0,D+10,0.45
2018,116,IL,IL11,D,0,D+9,0.455
2018,116,IL,IL12,R,1,R+5,0.525
2018,116,IL,IL13,R,1,R+3,0.515
2018,116,IL,IL14,D,0,R+5,0.525
2018,116,IL,IL15,R,1,R+21,0.605
2018,116,IL,IL16,R,1,R+8,0.54
2018,116,IL,IL17,D,0,D+3,0.485
2018,116,IL,IL18,R,1,R+15,0.575
2018,116,IN,IN1,D,0,D+8,0.46
2018,116,IN,IN2,R,1,R+11,0.555
2018,116,IN,IN3,R,1,R+18,0.59
2018,116,IN,IN4,R,1,R+17,0.585
2018,116,IN,IN5,R,1,R+9,0.545
2018,116,IN,IN6,R,1,R+18,0.59
2018,116,IN,IN7,D,0,D+11,0.445
2018,116,IN,IN8,R,1,R+15,0.575
2018,116,IN,IN9,R,1,R+13,0.565
2018,116,IA,IA1,D,0,D+1,0.495
2018,116,IA,IA2,D,0,D+1,0.495
2018,116,IA,IA3,D,0,R+1,0.505
2018,116,IA,IA4,R,1,R+11,0.555
2018,116,KS,KS1,R,1,R+24,0.62
2018,116,KS,KS2,R,1,R+10,0.55
2018,116,KS,KS3,D,0,R+4,0.52
2018,116,KS,KS4,R,1,R+15,0.575
2018,116,KY,KY1,R,1,R+23,0.615
2018,116,KY,KY2,R,1,R+19,0.595
2018,116,KY,KY3,D,0,D+6,0.47
2018,116,KY,KY4,R,1,R+18,0.59
2018,116,KY,KY5,R,1,R+31,0.655
2018,116,KY,KY6,R,1,R+9,0.545
2018,116,LA,LA1,R,1,R+24,0.62
2018,116,LA,LA2,D,0,D+25,0.375
2018,116,LA,LA3,R,1,R+20,0.6
2018,116,LA,LA4,R,1,R+13,0.565
2018,116,LA,LA5,R,1,R+15,0.575
2018,116,LA,LA6,R,1,R+19,0.595
2018,116,ME,ME1,D,0,D+8,0.46
2018,116,ME,ME2,D,0,R+2,0.51
2018,116,MD,MD1,R,1,R+14,0.57
2018,116,MD,MD2,D,0,D+11,0.445
2018,116,MD,MD3,D,0,D+13,0.435
2018,116,MD,MD4,D,0,D+28,0.36
2018,116,MD,MD5,D,0,D+16,0.42
2018,116,MD,MD6,D,0,D+6,0.47
2018,116,MD,MD7,D,0,D+26,0.37
2018,116,MD,MD8,D,0,D+14,0.43
2018,116,MA,MA1,D,0,D+12,0.44
2018,116,MA,MA2,D,0,D+9,0.455
2018,116,MA,MA3,D,0,D+9,0.455
2018,116,MA,MA4,D,0,D+9,0.455
2018,116,MA,MA5,D,0,D+18,0.41
2018,116,MA,MA6,D,0,D+6,0.47
2018,116,MA,MA7,D,0,D+34,0.33
2018,116,MA,MA8,D,0,D+10,0.45
2018,116,MA,MA9,D,0,D+4,0.48
2018,116,MI,MI1,R,1,R+9,0.545
2018,116,MI,MI2,R,1,R+9,0.545
2018,116,MI,MI3,R,1,R+6,0.53
2018,116,MI,MI4,R,1,R+10,0.55
2018,116,MI,MI5,D,0,D+5,0.475
2018,116,MI,MI6,R,1,R+4,0.52
2018,116,MI,MI7,R,1,R+7,0.535
2018,116,MI,MI8,D,0,R+4,0.52
2018,116,MI,MI9,D,0,D+4,0.48
2018,116,MI,MI10,R,1,R+13,0.565
2018,116,MI,MI11,D,0,R+4,0.52
2018,116,MI,MI12,D,0,D+14,0.43
2018,116,MI,MI13,D,0,D+32,0.34
2018,116,MI,MI14,D,0,D+30,0.35
2018,116,MN,MN1,R,1,R+5,0.525
2018,116,MN,MN2,D,0,R+2,0.51
2018,116,MN,MN3,D,0,D+1,0.495
2018,116,MN,MN4,D,0,D+14,0.43
2018,116,MN,MN5,D,0,D+26,0.37
2018,116,MN,MN6,R,1,R+12,0.56
2018,116,MN,MN7,D,0,R+12,0.56
2018,116,MN,MN8,R,1,R+4,0.52
2018,116,MS,MS1,R,1,R+16,0.58
2018,116,MS,MS2,D,0,D+14,0.43
2018,116,MS,MS3,R,1,R+13,0.565
2018,116,MS,MS4,R,1,R+21,0.605
2018,116,MO,MO1,D,0,D+29,0.355
2018,116,MO,MO2,R,1,R+8,0.54
2018,116,MO,MO3,R,1,R+18,0.59
2018,116,MO,MO4,R,1,R+17,0.585
2018,116,MO,MO5,D,0,D+7,0.465
2018,116,MO,MO6,R,1,R+16,0.58
2018,116,MO,MO7,R,1,R+23,0.615
2018,116,MO,MO8,R,1,R+24,0.62
2018,116,MT,MTAL,R,1,R+11,0.555
2018,116,NE,NE1,R,1,R+11,0.555
2018,116,NE,NE2,R,1,R+4,0.52
2018,116,NE,NE3,R,1,R+27,0.635
2018,116,NV,NV1,D,0,D+15,0.425
2018,116,NV,NV2,R,1,R+7,0.535
2018,116,NV,NV3,D,0,R+2,0.51
2018,116,NV,NV4,D,0,D+3,0.485
2018,116,NH,NH1,D,0,R+2,0.51
2018,116,NH,NH2,D,0,D+2,0.49
2018,116,NJ,NJ1,D,0,D+13,0.435
2018,116,NJ,NJ2,R,1,R+1,0.505
2018,116,NJ,NJ3,D,0,R+2,0.51
2018,116,NJ,NJ4,R,1,R+8,0.54
2018,116,NJ,NJ5,D,0,R+3,0.515
2018,116,NJ,NJ6,D,0,D+9,0.455
2018,116,NJ,NJ7,D,0,R+3,0.515
2018,116,NJ,NJ8,D,0,D+27,0.365
2018,116,NJ,NJ9,D,0,D+16,0.42
2018,116,NJ,NJ10,D,0,D+36,0.32
2018,116,NJ,NJ11,D,0,R+3,0.515
2018,116,NJ,NJ12,D,0,D+16,0.42
2018,116,NM,NM1,D,0,D+7,0.465
2018,116,NM,NM2,D,0,R+6,0.53
2018,116,NM,NM3,D,0,D+8,0.46
2018,116,NY,NY1,R,1,R+5,0.525
2018,116,NY,NY2,R,1,R+3,0.515
2018,116,NY,NY3,D,0,D+1,0.495
2018,116,NY,NY4,D,0,D+4,0.48
2018,116,NY,NY5,D,0,D+37,0.315
2018,116,NY,NY6,D,0,D+16,0.42
2018,116,NY,NY7,D,0,D+38,0.31
2018,116,NY,NY8,D,0,D+36,0.32
2018,116,NY,NY9,D,0,D+34,0.33
2018,116,NY,NY10,D,0,D+26,0.37
2018,116,NY,NY11,D,0,R+3,0.515
2018,116,NY,NY12,D,0,D+31,0.345
2018,116,NY,NY13,D,0,D+43,0.285
2018,116,NY,NY14,D,0,D+29,0.355
2018,116,NY,NY15,D,0,D+44,0.28
2018,116,NY,NY16,D,0,D+24,0.38
2018,116,NY,NY17,D,0,D+7,0.465
2018,116,NY,NY18,D,0,R+1,0.505
2018,116,NY,NY19,D,0,R+2,0.51
2018,116,NY,NY20,D,0,D+7,0.465
2018,116,NY,NY21,R,1,R+4,0.52
2018,116,NY,NY22,D,0,R+6,0.53
2018,116,NY,NY23,R,1,R+6,0.53
2018,116,NY,NY24,R,1,D+3,0.485
2018,116,NY,NY25,D,0,D+8,0.46
2018,116,NY,NY26,D,0,D+11,0.445
2018,116,NY,NY27,R,1,R+11,0.555
2018,116,NC,NC1,D,0,D+17,0.415
2018,116,NC,NC2,R,1,R+7,0.535
2018,116,NC,NC3,R,1,R+12,0.56
2018,116,NC,NC4,D,0,D+17,0.415
2018,116,NC,NC5,R,1,R+10,0.55
2018,116,NC,NC6,R,1,R+9,0.545
2018,116,NC,NC7,R,1,R+9,0.545
2018,116,NC,NC8,R,1,R+8,0.54
2018,116,NC,NC9,R,1,R+8,0.54
2018,116,NC,NC10,R,1,R+12,0.56
2018,116,NC,NC11,R,1,R+14,0.57
2018,116,NC,NC12,D,0,D+18,0.41
2018,116,NC,NC13,R,1,R+6,0.53
2018,116,ND,NDAL,R,1,R+16,0.58
2018,116,OH,OH1,R,1,R+5,0.525
2018,116,OH,OH2,R,1,R+9,0.545
2018,116,OH,OH3,D,0,D+19,0.405
2018,116,OH,OH4,R,1,R+14,0.57
2018,116,OH,OH5,R,1,R+11,0.555
2018,116,OH,OH6,R,1,R+16,0.58
2018,116,OH,OH7,R,1,R+12,0.56
2018,116,OH,OH8,R,1,R+17,0.585
2018,116,OH,OH9,D,0,D+14,0.43
2018,116,OH,OH10,R,1,R+4,0.52
2018,116,OH,OH11,D,0,D+32,0.34
2018,116,OH,OH12,R,1,R+7,0.535
2018,116,OH,OH13,D,0,D+7,0.465
2018,116,OH,OH14,R,1,R+5,0.525
2018,116,OH,OH15,R,1,R+7,0.535
2018,116,OH,OH16,R,1,R+8,0.54
2018,116,OK,OK1,R,1,R+17,0.585
2018,116,OK,OK2,R,1,R+24,0.62
2018,116,OK,OK3,R,1,R+27,0.635
2018,116,OK,OK4,R,1,R+20,0.6
2018,116,OK,OK5,D,0,R+10,0.55
2018,116,OR,OR1,D,0,D+9,0.455
2018,116,OR,OR2,R,1,R+11,0.555
2018,116,OR,OR3,D,0,D+24,0.38
2018,116,OR,OR4,D,0,R+0,0.5
2018,116,OR,OR5,D,0,R+0,0.5
2018,116,PA,PA1,R,1,R+1,0.505
2018,116,PA,PA2,D,0,D+25,0.375
2018,116,PA,PA3,D,0,D+41,0.295
2018,116,PA,PA4,D,0,D+7,0.465
2018,116,PA,PA5,D,0,D+13,0.435
2018,116,PA,PA6,D,0,D+2,0.49
2018,116,PA,PA7,D,0,D+1,0.495
2018,116,PA,PA8,D,0,R+1,0.505
2018,116,PA,PA9,R,1,R+14,0.57
2018,116,PA,PA10,R,1,R+6,0.53
2018,116,PA,PA11,R,1,R+14,0.57
2018,116,PA,PA12,R,1,R+17,0.585
2018,116,PA,PA13,R,1,R+22,0.61
2018,116,PA,PA14,R,1,R+14,0.57
2018,116,PA,PA15,R,1,R+20,0.6
2018,116,PA,PA16,R,1,R+8,0.54
2018,116,PA,PA17,D,0,R+3,0.515
2018,116,PA,PA18,D,0,D+13,0.435
2018,116,RI,RI1,D,0,D+14,0.43
2018,116,RI,RI2,D,0,D+6,0.47
2018,116,SC,SC1,D,0,R+10,0.55
2018,116,SC,SC2,R,1,R+12,0.56
2018,116,SC,SC3,R,1,R+19,0.595
2018,116,SC,SC4,R,1,R+15,0.575
2018,116,SC,SC5,R,1,R+9,0.545
2018,116,SC,SC6,D,0,D+19,0.405
2018,116,SC,SC7,R,1,R+9,0.545
2018,116,SD,SDAL,R,1,R+14,0.57
2018,116,TN,TN1,R,1,R+28,0.64
2018,116,TN,TN2,R,1,R+20,0.6
2018,116,TN,TN3,R,1,R+18,0.59
2018,116,TN,TN4,R,1,R+20,0.6
2018,116,TN,TN5,D,0,D+7,0.465
2018,116,TN,TN6,R,1,R+24,0.62
2018,116,TN,TN7,R,1,R+20,0.6
2018,116,TN,TN8,R,1,R+19,0.595
2018,116,TN,TN9,D,0,D+28,0.36
2018,116,TX,TX1,R,1,R+25,0.625
2018,116,TX,TX2,R,1,R+11,0.555
2018,116,TX,TX3,R,1,R+13,0.565
2018,116,TX,TX4,R,1,R+28,0.64
2018,116,TX,TX5,R,1,R+16,0.58
2018,116,TX,TX6,R,1,R+9,0.545
2018,116,TX,TX7,D,0,R+7,0.535
2018,116,TX,TX8,R,1,R+28,0.64
2018,116,TX,TX9,D,0,D+29,0.355
2018,116,TX,TX10,R,1,R+9,0.545
2018,116,TX,TX11,R,1,R+32,0.66
2018,116,TX,TX12,R,1,R+18,0.59
2018,116,TX,TX13,R,1,R+33,0.665
2018,116,TX,TX14,R,1,R+12,0.56
2018,116,TX,TX15,D,0,D+7,0.465
2018,116,TX,TX16,D,0,D+17,0.415
2018,116,TX,TX17,R,1,R+12,0.56
2018,116,TX,TX18,D,0,D+27,0.365
2018,116,TX,TX19,R,1,R+27,0.635
2018,116,TX,TX20,D,0,D+10,0.45
2018,116,TX,TX21,R,1,R+10,0.55
2018,116,TX,TX22,R,1,R+10,0.55
2018,116,TX,TX23,R,1,R+1,0.505
2018,116,TX,TX24,R,1,R+9,0.545
2018,116,TX,TX25,R,1,R+11,0.555
2018,116,TX,TX26,R,1,R+18,0.59
2018,116,TX,TX27,R,1,R+13,0.565
2018,116,TX,TX28,D,0,D+9,0.455
2018,116,TX,TX29,D,0,D+19,0.405
2018,116,TX,TX30,D,0,D+29,0.355
2018,116,TX,TX31,R,1,R+10,0.55
2018,116,TX,TX32,D,0,R+5,0.525
2018,116,TX,TX33,D,0,D+23,0.385
2018,116,TX,TX34,D,0,D+10,0.45
2018,116,TX,TX35,D,0,D+15,0.425
2018,116,TX,TX36,R,1,R+26,0.63
2018,116,UT,UT1,R,1,R+26,0.63
2018,116,UT,UT2,R,1,R+16,0.58
2018,116,UT,UT3,R,1,R+25,0.625
2018,116,UT,UT4,D,0,R+13,0.565
2018,116,VT,VTAL,D,0,D+15,0.425
2018,116,VA,VA1,R,1,R+8,0.54
2018,116,VA,VA2,D,0,R+3,0.515
2018,116,VA,VA3,D,0,D+16,0.42
2018,116,VA,VA4,D,0,D+10,0.45
2018,116,VA,VA5,R,1,R+6,0.53
2018,116,VA,VA6,R,1,R+13,0.565
2018,116,VA,VA7,D,0,R+6,0.53
2018,116,VA,VA8,D,0,D+21,0.395
2018,116,VA,VA9,R,1,R+19,0.595
2018,116,VA,VA10,D,0,D+1,0.495
2018,116,VA,VA11,D,0,D+15,0.425
2018,116,WA,WA1,D,0,D+6,0.47
2018,116,WA,WA2,D,0,D+10,0.45
2018,116,WA,WA3,R,1,R+4,0.52
2018,116,WA,WA4,R,1,R+13,0.565
2018,116,WA,WA5,R,1,R+8,0.54
2018,116,WA,WA6,D,0,D+6,0.47
2018,116,WA,WA7,D,0,D+33,0.335
2018,116,WA,WA8,D,0,R+0,0.5
2018,116,WA,WA9,D,0,D+21,0.395
2018,116,WA,WA10,D,0,D+5,0.475
2018,116,WV,WV1,R,1,R+19,0.595
2018,116,WV,WV2,R,1,R+17,0.585
2018,116,WV,WV3,R,1,R+23,0.615
2018,116,WI,WI1,R,1,R+5,0.525
2018,116,WI,WI2,D,0,D+18,0.41
2018,116,WI,WI3,D,0,R+0,0.5
2018,116,WI,WI4,D,0,D+25,0.375
2018,116,WI,WI5,R,1,R+13,0.565
2018,116,WI,WI6,R,1,R+8,0.54
2018,116,WI,WI7,R,1,R+8,0.54
2018,116,WI,WI8,R,1,R+7,0.535
2018,116,WY,WYAL,R,1,R+25,0.625
