year,congress,ST,ST#,seat,is_GOP,PVI,metric
2008,111,AL,AL1,R,1,R+14,0.57
2008,111,AL,AL2,D,0,R+16,0.58
2008,111,AL,AL3,R,1,R+9,0.545
2008,111,AL,AL4,R,1,R+26,0.63
2008,111,AL,AL5,R,1,R+12,0.56
2008,111,AL,AL6,R,1,R+29,0.645
2008,111,AL,AL7,D,0,D+18,0.41
2008,111,AK,AKAL,R,1,R+13,0.565
2008,111,AZ,AZ1,D,0,R+6,0.53
2008,111,AZ,AZ2,R,1,R+13,0.565
2008,111,AZ,AZ3,R,1,R+9,0.545
2008,111,AZ,AZ4,D,0,D+13,0.435
2008,111,AZ,AZ5,D,0,R+5,0.525
2008,111,AZ,AZ6,R,1,R+15,0.575
2008,111,AZ,AZ7,D,0,D+6,0.47
2008,111,AZ,AZ8,D,0,R+4,0.52
2008,111,AR,AR1,D,0,R+8,0.54
2008,111,AR,AR2,D,0,R+5,0.525
2008,111,AR,AR3,R,1,R+16,0.58
2008,111,AR,AR4,D,0,R+7,0.535
2008,111,CA,CA1,D,0,D+13,0.435
2008,111,CA,CA2,R,1,R+11,0.555
2008,111,CA,CA3,R,1,R+6,0.53
2008,111,CA,CA4,R,1,R+10,0.55
2008,111,CA,CA5,D,0,D+15,0.425
2008,111,CA,CA6,D,0,D+23,0.385
2008,111,CA,CA7,D,0,D+19,0.405
2008,111,CA,CA8,D,0,D+35,0.325
2008,111,CA,CA9,D,0,D+37,0.315
2008,111,CA,CA10,D,0,D+11,0.445
2008,111,CA,CA11,D,0,R+1,0.505
2008,111,CA,CA12,D,0,D+23,0.385
2008,111,CA,CA13,D,0,D+22,0.39
2008,111,CA,CA14,D,0,D+21,0.395
2008,111,CA,CA15,D,0,D+15,0.425
2008,111,CA,CA16,D,0,D+16,0.42
2008,111,CA,CA17,D,0,D+19,0.405
2008,111,CA,CA18,D,0,D+4,0.48
2008,111,CA,CA19,R,1,R+9,0.545
2008,111,CA,CA20,D,0,D+5,0.475
2008,111,CA,CA21,R,1,R+13,0.565
2008,111,CA,CA22,R,1,R+16,0.58
2008,111,CA,CA23,D,0,D+12,0.44
2008,111,CA,CA24,R,1,R+4,0.52
2008,111,CA,CA25,R,1,R+6,0.53
2008,111,CA,CA26,R,1,R+3,0.515
2008,111,CA,CA27,D,0,D+13,0.435
2008,111,CA,CA28,D,0,D+23,0.385
2008,111,CA,CA29,D,0,D+14,0.43
2008,111,CA,CA30,D,0,D+18,0.41
2008,111,CA,CA31,D,0,D+29,0.355
2008,111,CA,CA32,D,0,D+15,0.425
2008,111,CA,CA33,D,0,D+35,0.325
2008,111,CA,CA34,D,0,D+22,0.39
2008,111,CA,CA35,D,0,D+31,0.345
2008,111,CA,CA36,D,0,D+12,0.44
2008,111,CA,CA37,D,0,D+26,0.37
2008,111,CA,CA38,D,0,D+18,0.41
2008,111,CA,CA39,D,0,D+12,0.44
2008,111,CA,CA40,R,1,R+8,0.54
2008,111,CA,CA41,R,1,R+10,0.55
2008,111,CA,CA42,R,1,R+10,0.55
2008,111,CA,CA43,D,0,D+13,0.435
2008,111,CA,CA44,R,1,R+6,0.53
2008,111,CA,CA45,R,1,R+3,0.515
2008,111,CA,CA46,R,1,R+6,0.53
2008,111,CA,CA47,D,0,D+4,0.48
2008,111,CA,CA48,R,1,R+6,0.53
2008,111,CA,CA49,R,1,R+10,0.55
2008,111,CA,CA50,R,1,R+3,0.515
2008,111,CA,CA51,D,0,D+8,0.46
2008,111,CA,CA52,R,1,R+9,0.545
2008,111,CA,CA53,D,0,D+14,0.43
2008,111,CO,CO1,D,0,D+21,0.395
2008,111,CO,CO2,D,0,D+11,0.445
2008,111,CO,CO3,D,0,R+5,0.525
2008,111,CO,CO4,D,0,R+6,0.53
2008,111,CO,CO5,R,1,R+14,0.57
2008,111,CO,CO6,R,1,R+8,0.54
2008,111,CO,CO7,D,0,D+4,0.48
2008,111,CT,CT1,D,0,D+13,0.435
2008,111,CT,CT2,D,0,D+6,0.47
2008,111,CT,CT3,D,0,D+9,0.455
2008,111,CT,CT4,D,0,D+5,0.475
2008,111,CT,CT5,D,0,D+2,0.49
2008,111,DE,DEAL,R,1,D+7,0.465
2008,111,FL,FL1,R,1,R+21,0.605
2008,111,FL,FL2,D,0,R+6,0.53
2008,111,FL,FL3,D,0,D+18,0.41
2008,111,FL,FL4,R,1,R+17,0.585
2008,111,FL,FL5,R,1,R+9,0.545
2008,111,FL,FL6,R,1,R+10,0.55
2008,111,FL,FL7,R,1,R+7,0.535
2008,111,FL,FL8,D,0,R+2,0.51
2008,111,FL,FL9,R,1,R+6,0.53
2008,111,FL,FL10,R,1,R+1,0.505
2008,111,FL,FL11,D,0,D+11,0.445
2008,111,FL,FL12,R,1,R+6,0.53
2008,111,FL,FL13,R,1,R+6,0.53
2008,111,FL,FL14,R,1,R+11,0.555
2008,111,FL,FL15,R,1,R+6,0.53
2008,111,FL,FL16,R,1,R+5,0.525
2008,111,FL,FL17,D,0,D+34,0.33
2008,111,FL,FL18,R,1,R+3,0.515
2008,111,FL,FL19,D,0,D+15,0.425
2008,111,FL,FL20,D,0,D+13,0.435
2008,111,FL,FL21,R,1,R+5,0.525
2008,111,FL,FL22,D,0,D+1,0.495
2008,111,FL,FL23,D,0,D+28,0.36
2008,111,FL,FL24,D,0,R+4,0.52
2008,111,FL,FL25,R,1,R+5,0.525
2008,111,GA,GA1,R,1,R+16,0.58
2008,111,GA,GA2,D,0,D+1,0.495
2008,111,GA,GA3,R,1,R+19,0.595
