year,congress,ST,ST#,seat,is_GOP,PVI,metric
2016,115,AL,AL1,R,1,R+15,0.65
2016,115,AL,AL2,R,1,R+16,0.66
2016,115,AL,AL3,R,1,R+16,0.66
2016,115,AL,AL4,R,1,R+30,0.8
2016,115,AL,AL5,R,1,R+18,0.68
2016,115,AL,AL6,R,1,R+26,0.76
2016,115,AL,AL7,D,0,D+20,0.3
2016,115,AK,AKAL,R,1,R+9,0.59
2016,115,AZ,AZ1,D,0,R+2,0.52
2016,115,AZ,AZ2,R,1,R+1,0.51
2016,115,AZ,AZ3,D,0,D+13,0.37
2016,115,AZ,AZ4,R,1,R+21,0.71
2016,115,AZ,AZ5,R,1,R+15,0.65
2016,115,AZ,AZ6,R,1,R+9,0.59
2016,115,AZ,AZ7,D,0,D+23,0.27
2016,115,AZ,AZ8,R,1,R+13,0.63
2016,115,AZ,AZ9,D,0,D+4,0.46
2016,115,AR,AR1,R,1,R+17,0.67
2016,115,AR,AR2,R,1,R+7,0.57
2016,115,AR,AR3,R,1,R+19,0.69
2016,115,AR,AR4,R,1,R+17,0.67
2016,115,CA,CA1,R,1,R+11,0.61
2016,115,CA,CA2,D,0,D+22,0.28
2016,115,CA,CA3,D,0,D+5,0.45
2016,115,CA,CA4,R,1,R+10,0.6
2016,115,CA,CA5,D,0,D+21,0.29
2016,115,CA,CA6,D,0,D+21,0.29
2016,115,CA,CA7,D,0,D+3,0.47
2016,115,CA,CA8,R,1,R+9,0.59
2016,115,CA,CA9,D,0,D+8,0.42
2016,115,CA,CA10,R,1,R+0,0.5
2016,115,CA,CA11,D,0,D+21,0.29
2016,115,CA,CA12,D,0,D+37,0.13
2016,115,CA,CA13,D,0,D+40,0.1
2016,115,CA,CA14,D,0,D+27,0.23
2016,115,CA,CA15,D,0,D+20,0.3
2016,115,CA,CA16,D,0,D+9,0.41
2016,115,CA,CA17,D,0,D+25,0.25
2016,115,CA,CA18,D,0,D+23,0.27
2016,115,CA,CA19,D,0,D+24,0.26
2016,115,CA,CA20,D,0,D+23,0.27
2016,115,CA,CA21,R,1,D+5,0.45
2016,115,CA,CA22,R,1,R+8,0.58
2016,115,CA,CA23,R,1,R+14,0.64
2016,115,CA,CA24,D,0,D+7,0.43
2016,115,CA,CA25,R,1,R+0,0.5
2016,115,CA,CA26,D,0,D+7,0.43
2016,115,CA,CA27,D,0,D+16,0.34
2016,115,CA,CA28,D,0,D+23,0.27
2016,115,CA,CA29,D,0,D+29,0.21
2016,115,CA,CA30,D,0,D+18,0.32
2016,115,CA,CA31,D,0,D+8,0.42
2016,115,CA,CA32,D,0,D+17,0.33
2016,115,CA,CA33,D,0,D+16,0.34
2016,115,CA,CA34,D,0,D+35,0.15
2016,115,CA,CA35,D,0,D+19,0.31
2016,115,CA,CA36,D,0,D+2,0.48
2016,115,CA,CA37,D,0,D+37,0.13
2016,115,CA,CA38,D,0,D+17,0.33
2016,115,CA,CA39,R,1,R+0,0.5
2016,115,CA,CA40,D,0,D+33,0.17
2016,115,CA,CA41,D,0,D+12,0.38
2016,115,CA,CA42,R,1,R+9,0.59
2016,115,CA,CA43,D,0,D+29,0.21
2016,115,CA,CA44,D,0,D+35,0.15
2016,115,CA,CA45,R,1,R+3,0.53
2016,115,CA,CA46,D,0,D+15,0.35
2016,115,CA,CA47,D,0,D+13,0.37
2016,115,CA,CA48,R,1,R+4,0.54
2016,115,CA,CA49,R,1,R+1,0.51
2016,115,CA,CA50,R,1,R+11,0.61
2016,115,CA,CA51,D,0,D+22,0.28
2016,115,CA,CA52,D,0,D+6,0.44
2016,115,CA,CA53,D,0,D+14,0.36
2016,115,CO,CO1,D,0,D+21,0.29
2016,115,CO,CO2,D,0,D+9,0.41
2016,115,CO,CO3,R,1,R+6,0.56
2016,115,CO,CO4,R,1,R+13,0.63
2016,115,CO,CO5,R,1,R+14,0.64
2016,115,CO,CO6,R,1,D+2,0.48
2016,115,CO,CO7,D,0,D+6,0.44
2016,115,CT,CT1,D,0,D+12,0.38
2016,115,CT,CT2,D,0,D+3,0.47
2016,115,CT,CT3,D,0,D+9,0.41
2016,115,CT,CT4,D,0,D+7,0.43
2016,115,CT,CT5,D,0,D+2,0.48
2016,115,DE,DEAL,D,0,D+6,0.44
2016,115,FL,FL1,R,1,R+22,0.72
2016,115,FL,FL2,R,1,R+18,0.68
2016,115,FL,FL3,R,1,R+9,0.59
2016,115,FL,FL4,R,1,R+17,0.67
2016,115,FL,FL5,D,0,D+12,0.38
2016,115,FL,FL6,R,1,R+7,0.57
2016,115,FL,FL7,D,0,R+0,0.5
2016,115,FL,FL8,R,1,R+11,0.61
2016,115,FL,FL9,D,0,D+5,0.45
2016,115,FL,FL10,D,0,D+11,0.39
2016,115,FL,FL11,R,1,R+15,0.65
2016,115,FL,FL12,R,1,R+8,0.58
2016,115,FL,FL13,D,0,D+2,0.48
2016,115,FL,FL14,D,0,D+7,0.43
2016,115,FL,FL15,R,1,R+6,0.56
2016,115,FL,FL16,R,1,R+7,0.57
2016,115,FL,FL17,R,1,R+13,0.63
2016,115,FL,FL18,R,1,R+5,0.55
2016,115,FL,FL19,R,1,R+13,0.63
2016,115,FL,FL20,D,0,D+31,0.19
2016,115,FL,FL21,D,0,D+9,0.41
2016,115,FL,FL22,D,0,D+6,0.44
