year,congress,ST,ST#,seat,is_GOP,PVI,metric
2012,113,NJ,NJ9,D,0,D+14,0.43
2012,113,NJ,NJ10,D,0,D+34,0.33
2012,113,NJ,NJ11,R,1,R+6,0.53
2012,113,NJ,NJ12,D,0,D+14,0.43
2012,113,NM,NM1,D,0,D+7,0.465
2012,113,NM,NM2,R,1,R+5,0.525
2012,113,NM,NM3,D,0,D+8,0.46
2012,113,NY,NY1,D,0,R+2,0.51
2012,113,NY,NY2,R,1,R+1,0.505
2012,113,NY,NY3,D,0,R+0,0.5
2012,113,NY,NY4,D,0,D+3,0.485
2012,113,NY,NY5,D,0,D+35,0.325
2012,113,NY,NY6,D,0,D+13,0.435
2012,113,NY,NY7,D,0,D+34,0.33
2012,113,NY,NY8,D,0,D+35,0.325
2012,113,NY,NY9,D,0,D+32,0.34
2012,113,NY,NY10,D,0,D+23,0.385
2012,113,NY,NY11,R,1,R+2,0.51
2012,113,NY,NY12,D,0,D+27,0.365
2012,113,NY,NY13,D,0,D+42,0.29
2012,113,NY,NY14,D,0,D+26,0.37
2012,113,NY,NY15,D,0,D+43,0.285
2012,113,NY,NY16,D,0,D+21,0.395
2012,113,NY,NY17,D,0,D+5,0.475
2012,113,NY,NY18,D,0,R+0,0.5
2012,113,NY,NY19,R,1,D+1,0.495
2012,113,NY,NY20,D,0,D+7,0.465
2012,113,NY,NY21,D,0,R+0,0.5
2012,113,NY,NY22,R,1,R+3,0.515
2012,113,NY,NY23,R,1,R+3,0.515
2012,113,NY,NY24,D,0,D+5,0.475
2012,113,NY,NY25,D,0,D+7,0.465
2012,113,NY,NY26,D,0,D+12,0.44
2012,113,NY,NY27,R,1,R+8,0.54
2012,113,NC,NC1,D,0,D+19,0.405
2012,113,NC,NC2,R,1,R+10,0.55
2012,113,NC,NC3,R,1,R+11,0.555
2012,113,NC,NC4,D,0,D+20,0.4
2012,113,NC,NC5,R,1,R+11,0.555
2012,113,NC,NC6,R,1,R+10,0.55
2012,113,NC,NC7,D,0,R+12,0.56
2012,113,NC,NC8,R,1,R+11,0.555
2012,113,NC,NC9,R,1,R+8,0.54
2012,113,NC,NC10,R,1,R+11,0.555
2012,113,NC,NC11,R,1,R+13,0.565
2012,113,NC,NC12,D,0,D+26,0.37
2012,113,NC,NC13,R,1,R+8,0.54
2012,113,ND,NDAL,R,1,R+10,0.55
2012,113,OH,OH1,R,1,R+6,0.53
2012,113,OH,OH2,R,1,R+8,0.54
2012,113,OH,OH3,D,0,D+17,0.415
2012,113,OH,OH4,R,1,R+9,0.545
2012,113,OH,OH5,R,1,R+7,0.535
2012,113,OH,OH6,R,1,R+8,0.54
2012,113,OH,OH7,R,1,R+6,0.53
2012,113,OH,OH8,R,1,R+15,0.575
2012,113,OH,OH9,D,0,D+15,0.425
2012,113,OH,OH10,R,1,R+3,0.515
2012,113,OH,OH11,D,0,D+30,0.35
2012,113,OH,OH12,R,1,R+8,0.54
2012,113,OH,OH13,D,0,D+11,0.445
2012,113,OH,OH14,R,1,R+4,0.52
2012,113,OH,OH15,R,1,R+6,0.53
2012,113,OH,OH16,R,1,R+6,0.53
2012,113,OK,OK1,R,1,R+18,0.59
2012,113,OK,OK2,R,1,R+20,0.6
2012,113,OK,OK3,R,1,R+26,0.63
2012,113,OK,OK4,R,1,R+19,0.595
2012,113,OK,OK5,R,1,R+12,0.56
2012,113,OR,OR1,D,0,D+7,0.465
2012,113,OR,OR2,R,1,R+10,0.55
2012,113,OR,OR3,D,0,D+22,0.39
2012,113,OR,OR4,D,0,D+2,0.49
2012,113,OR,OR5,D,0,R+0,0.5
2012,113,PA,PA1,D,0,D+28,0.36
2012,113,PA,PA2,D,0,D+38,0.31
2012,113,PA,PA3,R,1,R+8,0.54
2012,113,PA,PA4,R,1,R+9,0.545
2012,113,PA,PA5,R,1,R+8,0.54
2012,113,PA,PA6,R,1,R+2,0.51
2012,113,PA,PA7,R,1,R+2,0.51
2012,113,PA,PA8,R,1,R+1,0.505
2012,113,PA,PA9,R,1,R+14,0.57
2012,113,PA,PA10,R,1,R+12,0.56
2012,113,PA,PA11,R,1,R+6,0.53
2012,113,PA,PA12,R,1,R+9,0.545
2012,113,PA,PA13,D,0,D+13,0.435
2012,113,PA,PA14,D,0,D+15,0.425
2012,113,PA,PA15,R,1,R+2,0.51
2012,113,PA,PA16,R,1,R+4,0.52
2012,113,PA,PA17,D,0,D+4,0.48
2012,113,PA,PA18,R,1,R+10,0.55
2012,113,RI,RI1,D,0,D+15,0.425
2012,113,RI,RI2,D,0,D+8,0.46
2012,113,SC,SC1,R,1,R+11,0.555
2012,113,SC,SC2,R,1,R+16,0.58
2012,113,SC,SC3,R,1,R+18,0.59
2012,113,SC,SC4,R,1,R+15,0.575
2012,113,SC,SC5,R,1,R+9,0.545
2012,113,SC,SC6,D,0,D+21,0.395
2012,113,SC,SC7,R,1,R+7,0.535
2012,113,SD,SDAL,R,1,R+10,0.55
2012,113,TN,TN1,R,1,R+25,0.625
2012,113,TN,TN2,R,1,R+20,0.6
2012,113,TN,TN3,R,1,R+16,0.58
2012,113,TN,TN4,R,1,R+18,0.59
2012,113,TN,TN5,D,0,D+5,0.475
2012,113,TN,TN6,R,1,R+21,0.605
2012,113,TN,TN7,R,1,R+18,0.59
2012,113,TN,TN8,R,1,R+19,0.595
2012,113,TN,TN9,D,0,D+25,0.375
2012,113,TX,TX1,R,1,R+24,0.62
2012,113,TX,TX2,R,1,R+16,0.58
2012,113,TX,TX3,R,1,R+17,0.585
2012,113,TX,TX4,R,1,R+25,0.625
2012,113,TX,TX5,R,1,R+17,0.585
2012,113,TX,TX6,R,1,R+11,0.555
2012,113,TX,TX7,R,1,R+13,0.565
2012,113,TX,TX8,R,1,R+29,0.645
2012,113,TX,TX9,D,0,D+25,0.375
2012,113,TX,TX10,R,1,R+11,0.555
2012,113,TX,TX11,R,1,R+31,0.655
2012,113,TX,TX12,R,1,R+19,0.595
2012,113,TX,TX13,R,1,R+32,0.66
2012,113,TX,TX14,R,1,R+12,0.56
2012,113,TX,TX15,D,0,D+5,0.475
2012,113,TX,TX16,D,0,D+12,0.44
2012,113,TX,TX17,R,1,R+13,0.565
2012,113,TX,TX18,D,0,D+24,0.38
2012,113,TX,TX19,R,1,R+26,0.63
2012,113,TX,TX20,D,0,D+6,0.47
2012,113,TX,TX21,R,1,R+12,0.56
2012,113,TX,TX22,R,1,R+15,0.575
2012,113,TX,TX23,D,0,R+3,0.515
2012,113,TX,TX24,R,1,R+13,0.565
2012,113,TX,TX25,R,1,R+12,0.56
2012,113,TX,TX26,R,1,R+20,0.6
2012,113,TX,TX27,R,1,R+13,0.565
2012,113,TX,TX28,D,0,D+7,0.465
2012,113,TX,TX29,D,0,D+12,0.44
2012,113,TX,TX30,D,0,D+27,0.365
2012,113,TX,TX31,R,1,R+12,0.56
2012,113,TX,TX32,R,1,R+10,0.55
2012,113,TX,TX33,D,0,D+18,0.41
2012,113,TX,TX34,D,0,D+8,0.46
2012,113,TX,TX35,D,0,D+11,0.445
2012,113,TX,TX36,R,1,R+25,0.625
2012,113,UT,UT1,R,1,R+27,0.635
2012,113,UT,UT2,R,1,R+18,0.59
2012,113,UT,UT3,R,1,R+28,0.64
2012,113,UT,UT4,D,0,R+16,0.58
2012,113,VT,VTAL,D,0,D+16,0.42
2012,113,VA,VA1,R,1,R+6,0.53
2012,113,VA,VA2,R,1,R+2,0.51
2012,113,VA,VA3,D,0,D+27,0.365
2012,113,VA,VA4,R,1,R+4,0.52
2012,113,VA,VA5,R,1,R+5,0.525
2012,113,VA,VA6,R,1,R+12,0.56
2012,113,VA,VA7,R,1,R+10,0.55
2012,113,VA,VA8,D,0,D+16,0.42
2012,113,VA,VA9,R,1,R+15,0.575
2012,113,VA,VA10,R,1,R+2,0.51
2012,113,VA,VA11,D,0,D+10,0.45
2012,113,WA,WA1,D,0,D+4,0.48
2012,113,WA,WA2,D,0,D+8,0.46
2012,113,WA,WA3,R,1,R+2,0.51
2012,113,WA,WA4,R,1,R+13,0.565
2012,113,WA,WA5,R,1,R+7,0.535
2012,113,WA,WA6,D,0,D+5,0.475
2012,113,WA,WA7,D,0,D+29,0.355
2012,113,WA,WA8,R,1,R+1,0.505
2012,113,WA,WA9,D,0,D+17,0.415
2012,113,WA,WA10,D,0,D+5,0.475
2012,113,WV,WV1,R,1,R+14,0.57
2012,113,WV,WV2,R,1,R+11,0.555
2012,113,WV,WV3,D,0,R+14,0.57
2012,113,WI,WI1,R,1,R+3,0.515
2012,113,WI,WI2,D,0,D+17,0.415
2012,113,WI,WI3,D,0,D+5,0.475
2012,113,WI,WI4,D,0,D+23,0.385
2012,113,WI,WI5,R,1,R+13,0.565
2012,113,WI,WI6,R,1,R+5,0.525
2012,113,WI,WI7,R,1,R+2,0.51
2012,113,WI,WI8,R,1,R+2,0.51
2012,113,WY,WYAL,R,1,R+22,0.61
